TargetID	Code	EmpiricalFormula	ChargeState	MonomassTheor	MZTheor	ElutionTimeTheor	MonoMassObs	MZObs	ElutionTimeObs	ChromPeaksWithinTolerance	Scan	Abundance	IsoFitScore	InterferenceScore	ScanNum	FragmentCharge	ParentCharge	CorrelationScore	IsIntact	IsAntiCorrelated	Name	FragmentArea	ParentArea	Fragment_LM_R2	FragmentStart	FragmentStop	ParentStart	ParentStop	FragmentError	ParentError	GlobalChargeStateMin	GlobalChargeStateMax	GlobalAggregateAbundance	GlobalIntactCount	GlobalFutureTargetsCount	GlobalResult	ParentOrChild	FinalDecision	AverageMonoMass	PPM	Type	IsoFit	InterferenceValue	ChargeStateCorrelation	MixingFraction	DH	C13	Penalty	Iso_0	Iso_1	Iso_2	Iso_3	Iso_4	Iso_5	Iso_6	Penalty	Iso_0	Iso_1	Iso_2	Iso_3	Iso_4	Iso_5	Iso_6	TheoryIso_0	TheoryIso_1	TheoryIso_2	TheoryIso_3	TheoryIso_4	TheoryIso_5	TheoryIso_6	TheoryIso_7	Zero	H12	H13	H14	H15	Zero	D12	D13	D14	C12	C13	C14	C15
403000100	4-3-0-1-0	C59H100N4O44	1	1568.57104260797	785.292797770756	0.19107	1568.56698001736	1569.57425650736	56.3664416666667	0	1053	12487.24	0	0	1053	1	0	0	False	False		0	0	0.986131860446131	0	0	0	0	NoError	NoError	1	1	143936	0	0	True	NotKnown	NonValidatedHit	1568.56698001736	-2.58999465220979	Target	0.0138519588051018	0	0	0.421000003814697	0.727115728131992	0.6919308	0	12487.24	17757.18	10689.41	3823.211	0	0	0	0	0.7032223	1	0.6019769	0.2153051	0	0	0	0	0.7046986	1	0.5826115	0.2459045	0	0	0	0	0.7032223	0.4865812	0	0	0	0.5134188	0.6019769	0.2153051	1	0.6919308	0	0
403000100	4-3-0-1-0	C59H100N4O44	1	1568.57104260797	785.292797770756	0.19107	1568.56768282153	1569.57495931153	58.3517716666667	0	1091	7039.26	0	0	1091	1	0	0	False	False		0	0	0.98516020896195	0	0	0	0	NoError	NoError	1	1	74368	0	0	True	NotKnown	NonValidatedHit	1568.56768282153	-2.14194088483845	Target	0.0202795164117457	0	0	0.467000007629395	0.876172634735575	0.6919308	1151.924	7039.26	11000.53	6987.359	2698.408	571.9371	0	0	0.1047154	0.639902	1	0.6351839	0.2452981	0.05199178	0	0	0	0.6377131	1	0.5930029	0.2532936	0.08468521	0	0	0	0.639902	0.4427679	0	0	0	0.5572321	0.6351839	0.2452981	1	0.6919308	0	0
403000100	4-3-0-1-0	C59H100N4O44	1	1568.57104260797	785.292797770756	0.19107	1568.56863711606	1569.57591360606	64.63801	0	1208	3716.404	0	0	1208	1	0	0	False	False		0	0	0.993906742872023	0	0	0	0	NoError	NoError	1	1	39813	0	0	True	NotKnown	NonValidatedHit	1568.56863711606	-1.53355623877182	Target	0.0511764660052176	0	0	0.465999990701675	0.872659143422111	0.6919308	0	3716.404	5903.121	3149.482	0	0	0	0	0	0.6295659	1	0.5335283	0	0	0	0	0	0.6391451	1	0.5927807	0	0	0	0	0	0.6295659	0.435616	0	0	0	0.564384	0.5335283	0	1	0.6919308	0	0
403000100	4-3-0-1-0	C59H100N4O44	1	1568.57104260797	785.292797770756	0.19107	1568.5646457132	1569.5719222032	74.8664233333333	0	1397	4862.414	0	0	1397	1	0	0	False	False		0	0	0.992904035954619	0	0	0	0	NoError	NoError	1	1	52058	0	0	True	NotKnown	NonValidatedHit	1568.5646457132	-4.07816707102374	Target	0.0017440277105031	0	0	0.337999999523163	0.510574017038825	0.6919308	0	4862.414	5861.218	3231.056	0	0	0	0	0	0.829591	1	0.5512602	0	0	0	0	0	0.8315975	1	0.5629258	0	0	0	0	0	0.829591	0.5740196	0	0	0	0.4259804	0.5512602	0	1	0.6919308	0	0
403000100	4-3-0-1-0	C59H100N4O44	2	1568.57104260797	785.292797770756	0.19107	1568.56773876819	785.291145874095	75.027405	0	1400	15429.32	0	0	1400	2	0	0.74062528865736	False	False	Hexose	0	80869	0.907349486639621	0	0	0	0	NoError	NoError	2	2	344035	0	0	True	NotKnown	NonValidatedHit	1568.56773876819	-2.10627360370096	Target	0.0652664589661182	0	0	0.592999994754791	1.45700242533786	0.6919308	1409.328	15429.32	34049.83	19657.13	7826.492	2924.867	495.6642	0	0.04139016	0.4531395	1	0.5773048	0.2298541	0.08589959	0.01455702	0	0	0.4653472	1	0.6197419	0.2723071	0.09250779	0.02644148	0	0	0.4531395	0.3135411	0	0	0	0.6864588	0.5773048	0.2298541	1	0.6919308	0	0
403010000	4-3-1-0-0	C54H93N3O40	1	1423.53353488753	712.774043910537	0.19107	1423.53014197921	1424.53741846921	43.5841416666667	0	816	16736.57	0	0	816	1	0	0	False	False		0	0	0.984972526007794	0	0	0	0	NoError	NoError	1	1	190104	0	0	True	NotKnown	NonValidatedHit	1423.53014197921	-2.38344109535641	Target	0.0253237988784165	0	0	0.677999973297119	2.10558980457082	0.6310908	0	16736.57	46363.01	25401.56	10491.21	2628.164	0	0	0	0.3609897	1	0.5478843	0.226284	0.05668667	0	0	0	0.3654062	1	0.5863149	0.2451578	0.07854383	0	0	0	0.3609897	0.2278172	0	0	0	0.7721828	0.5478843	0.226284	1	0.6310908	0	0
403010000	4-3-1-0-0	C54H93N3O40	1	1423.53353488753	712.774043910537	0.19107	1423.52814587619	1424.53542236619	78.1937616666667	0	1460	5231.277	0	0	1460	1	0	0	False	False		0	0	0.986001329262832	0	0	0	0	NoError	NoError	1	1	54699	0	0	True	NotKnown	NonValidatedHit	1423.52814587619	-3.78565816388817	Target	0.0342156199008123	0	0	0.337000012397766	0.508295654147054	0.6310908	0	5231.277	5918.658	3409.597	1142.25	0	0	0	0	0.8838621	1	0.5760761	0.1929914	0	0	0	0	0.8776654	1	0.5235441	0.2022871	0	0	0	0	0.8838621	0.5577973	0	0	0	0.4422027	0.5760761	0.1929914	1	0.6310908	0	0
403010100	4-3-1-1-0	C65H110N4O48	2	1714.62895141687	858.321752175206	0.19107	1714.62999315674	858.32227306837	63.399735	0	1184	203170.8	0	0	1184	2	0	0	False	False		0	0	0.994035497358111	0	0	0	0	NoError	NoError	2	2	2477432	0	0	True	NotKnown	NonValidatedHit	1714.62999315674	0.607559943545431	Target	0.0881494864743894	0	0	0.607999980449677	1.55102028093553	0.7607728	22858.45	203170.8	485151.2	322464.1	119317.6	24407.66	5272.01	0	0.04711613	0.4187782	1	0.6646673	0.2459391	0.0503094	0.01086674	0	0	0.4325647	1	0.6753191	0.3177994	0.1155607	0.03521917	0	0	0.4187782	0.3185951	0	0	0	0.6814049	0.6646673	0.2459391	1	0.7607728	0	0
403010100	4-3-1-1-0	C65H110N4O48	2	1714.62895141687	858.321752175206	0.19107	1714.62750106068	858.321027020338	70.51525	0	1317	8481.674	0	0	1317	2	0	0	False	False		0	0	0.984326585795751	0	0	0	0	NoError	NoError	2	2	94781	0	0	True	NotKnown	NonValidatedHit	1714.62750106068	-0.845871752264803	Target	0.0807074303186345	0	0	0.615000009536743	1.59740266174224	0.7607728	1080.998	8481.674	21033.19	13070.9	5420.411	1710.857	795.7394	0	0.05139485	0.4032519	1	0.6214415	0.2577075	0.08134082	0.03783255	0	0	0.4240566	1	0.6769998	0.3190469	0.1161083	0.03540634	0	0	0.4032519	0.3067831	0	0	0	0.6932169	0.6214415	0.2577075	1	0.7607728	0	0
404000100	4-4-0-1-0	C67H113N5O49	1	1771.65041514249	886.832484038017	0.19107	1771.64486653543	1772.65214302543	55.72241	0	1041	2755.68	0	0	1041	1	0	0	False	False		0	0	0.992848508452889	0	0	0	0	NoError	NoError	1	1	24013	0	0	True	NotKnown	NonValidatedHit	1771.64486653543	-3.13188595999299	Target	0.00468671276920983	0	0	0.638000011444092	1.76243102655667	0.7873483	0	2755.68	7113.472	4887.079	2330.893	353.6186	0	0	0	0.3873889	1	0.6870174	0.3276731	0.04971112	0	0	0	0.3921908	1	0.7025281	0.3398989	0.1267119	0	0	0	0.3873889	0.30501	0	0	0	0.69499	0.6870174	0.3276731	1	0.7873483	0	0
404000100	4-4-0-1-0	C67H113N5O49	2	1771.65041514249	886.832484038017	0.19107	1771.65017721442	886.832365097211	55.72241	0	1042	594002.9	0	0	1042	2	0	0	False	False		0	0	0.991142925876444	0	0	0	0	NoError	NoError	2	2	7359631	0	0	True	NotKnown	NonValidatedHit	1771.65017721442	-0.134297416319417	Target	0.0787546243953855	0	0	0.555000007152557	1.24719104735542	0.7873483	54175.27	594002.9	1254761	812838.4	328574.1	72238.29	12899.69	2640.068	0.04317577	0.4733994	1	0.6478035	0.261862	0.05757137	0.0102806	0.002104041	0	0.4915118	1	0.6810476	0.3237555	0.1194793	0.03696802	0.009839847	0	0.4733994	0.3727302	0	0	0	0.6272699	0.6478035	0.261862	1	0.7873483	0	0
404010000	4-4-1-0-0	C62H106N4O45	1	1626.61290742206	814.313730177799	0.19107	1626.60669981562	1627.61397630562	33.1254966666667	0	621	7384.577	0	0	621	1	0	0	False	False		0	0	0.987251594279738	0	0	0	0	NoError	NoError	1	1	76015	0	0	True	NotKnown	NonValidatedHit	1626.60669981562	-3.81627762255114	Target	0.067371548709268	0	0	0.324000000953674	0.479289942915327	0.7265077	0	7384.577	8969.886	5496.021	1503.54	0	0	0	0	0.8232632	1	0.6127191	0.1676209	0	0	0	0	0.8293266	1	0.5789974	0.24405	0	0	0	0	0.8232632	0.598107	0	0	0	0.401893	0.6127191	0.1676209	1	0.7265077	0	0
404010000	4-4-1-0-0	C62H106N4O45	1	1626.61290742206	814.313730177799	0.19107	1626.60816174927	1627.61543823927	41.8081433333333	0	782	6394.959	0	0	782	1	0	0	False	False		0	0	0.994586214074029	0	0	0	0	NoError	NoError	1	1	58382	0	0	True	NotKnown	NonValidatedHit	1626.60816174927	-2.91751821695652	Target	0.0704595955584185	0	0	0.727999985218048	2.676470388436	0.7265077	0	6394.959	21724.82	15722	5534.208	649.5947	0	0	0	0.2943619	1	0.7236881	0.2547413	0.02990104	0	0	0	0.2938603	1	0.6742395	0.3124231	0.110697	0	0	0	0.2943619	0.2138562	0	0	0	0.7861438	0.7236881	0.2547413	1	0.7265077	0	0
405000000	4-5-0-0-0	C64H109N5O46	2	1683.63437114768	842.82446204061	0.19107	1683.63063496502	842.82259397251	24.0833383333333	0	451	23192.83	0	0	451	2	0	0	False	False		0	0	0.985031687795868	0	0	0	0	NoError	NoError	2	2	249803	0	0	True	NotKnown	NonValidatedHit	1683.63063496502	-2.21911759695369	Target	0.00741325445527415	0	0	0.34799998998642	0.533742307732743	0.7530832	0	23192.83	29705.37	18626.67	7515.525	544.2424	0	0	0	0.7807622	1	0.6270473	0.2530023	0.01832135	0	0	0	0.7771062	1	0.6010211	0.2609335	0.08980891	0	0	0	0.7807622	0.5879788	0	0	0	0.4120212	0.6270473	0.2530023	1	0.7530832	0	0
405000100	4-5-0-1-0	C75H126N6O54	3	1974.72978767702	988.372170305279	0.19107	1974.73125292792	659.251027465974	50.8432783333333	0	951	9243.472	0	0	951	3	0	0	False	False		0	0	0.963750295704213	0	0	0	0	NoError	NoError	3	3	102189	0	0	True	NotKnown	NonValidatedHit	1974.73125292792	0.742000710519063	Target	0.0850751253923318	0	0	0.308999985456467	0.447177972435483	0.882766	458.2158	9243.472	12788.14	7502.529	3856.877	744.1077	0	0	0.03583131	0.7228161	1	0.5866787	0.301598	0.05818734	0	0	0	0.7519113	1	0.6673181	0.3204857	0.1224769	0	0	0	0.7228161	0.6380774	0	0	0	0.3619226	0.5866787	0.301598	1	0.882766	0	0
405010100	4-5-1-1-0	C81H136N6O58	2	2120.78769648592	1061.40112470973	0.19107	2120.78335453258	1061.39895375629	56.58094	0	1058	68766.45	0	0	1058	2	0	0	False	False		0	0	0.998006414577912	0	0	0	0	NoError	NoError	2	2	776450	0	0	True	NotKnown	NonValidatedHit	2120.78335453258	-2.04733049929769	Target	0.0488875739432446	0	0	0.44200000166893	0.792114700700563	0.9516081	10296.29	68766.45	126565	90761.66	43709.13	17142.78	5235.164	0	0.08135185	0.5433293	1	0.7171152	0.3453493	0.1354465	0.04136346	0	0	0.5734856	1	0.7554119	0.3988662	0.1650829	0.05727249	0	0	0.5433293	0.5170366	0	0	0	0.4829634	0.7171152	0.3453493	1	0.9516081	0	0
502000000	5-2-0-0-0	C46H80N2O36	1	1236.44907697534	619.231814954438	0.19107	1236.44297378135	1237.45025027135	40.7911616666667	0	763	10841.4	0	0	763	1	0	0	False	False		0	0	0.98265403937291	0	0	0	0	NoError	NoError	1	1	143787	0	0	True	NotKnown	NonValidatedHit	1236.44297378135	-4.936065789076	Target	0.000205761121115939	0	0	0.513999998569489	1.05761316266782	0.5356737	0	10841.4	17260.33	8378.087	2221.909	497.5876	0	0	0	0.6281111	1	0.4853956	0.1287293	0.0288284	0	0	0	0.6276334	1	0.4890305	0.1805126	0.05148941	0	0	0	0.6281111	0.3364626	0	0	0	0.6635374	0.4853956	0.1287293	1	0.5356737	0	0
503000000	5-3-0-0-0	C54H93N3O41	2	1439.52844950986	720.7715012217	0.19107	1439.52624651029	720.770399745144	34.2495266666667	0	641	12306.86	0	0	641	2	0	0	False	False		0	0	0.98656942030312	0	0	0	0	NoError	NoError	2	2	138867	0	0	True	NotKnown	NonValidatedHit	1439.52624651029	-1.53036195345433	Target	0.0123695270083449	0	0	0.294999986886978	0.418439689929035	0.6310908	0	12306.86	12980.8	6279.999	933.1044	764.5591	0	0	0	0.948082	1	0.4837914	0.07188343	0.05889923	0	0	0	0.9528071	1	0.5162491	0.1980058	0.06063496	0	0	0	0.948082	0.5983258	0	0	0	0.4016742	0.4837914	0.07188343	1	0.6310908	0	0
503000000	5-3-0-0-0	C54H93N3O41	2	1439.52844950986	720.7715012217	0.19107	1439.52951082306	720.772031901532	38.9114833333333	0	729	1732.3	0	0	729	2	0	0	False	False		0	0	0.991711258708003	0	0	0	0	NoError	NoError	2	2	17795	0	0	True	NotKnown	NonValidatedHit	1439.52951082306	0.73726448725585	Target	0.0332574412103587	0	0	0.677999973297119	2.10558980457082	0.6310908	210.1721	1732.3	4739.611	2782.221	606.7036	0	0	0	0.04434374	0.3654941	1	0.5870146	0.128007	0	0	0	0	0.3654062	1	0.5870484	0.247165	0	0	0	0	0.3654941	0.2306599	0	0	0	0.76934	0.5870146	0.128007	1	0.6310908	0	0
503010100	5-3-1-1-0	C71H120N4O53	2	1876.6817748481	939.348163890819	0.19107	1876.67653961462	939.345546297312	78.51567	0	1466	13843.51	0	0	1466	2	0	0	False	False		0	0	0.993351414048885	0	0	0	0	NoError	NoError	2	2	157638	0	0	True	NotKnown	NonValidatedHit	1876.67653961462	-2.78962237706199	Target	0.0451553587831821	0	0	0.307000011205673	0.443001466334492	0.8296149	0	13843.51	17207.24	11976.33	5681.478	1429.918	0	0	0	0.8045164	1	0.6960053	0.3301795	0.08309975	0	0	0	0.7857828	1	0.6388955	0.2961361	0.1094595	0	0	0	0.8045164	0.6674388	0	0	0	0.3325612	0.6960053	0.3301795	1	0.8296149	0	0
504000000	5-4-0-0-0	C62H106N4O46	1	1642.60782204438	822.311187488961	0.19107	1642.60247133744	1643.60974782744	36.4438783333333	0	683	3500.8	0	0	683	1	0	0	False	False		0	0	0.995904787214056	0	0	0	0	NoError	NoError	1	1	29980	0	0	True	NotKnown	NonValidatedHit	1642.60247133744	-3.25744640579338	Target	0.0357298336410959	0	0	0.570999979972839	1.33100222218332	0.7265077	0	3500.8	7084.634	4880.397	0	0	0	0	0	0.4941399	1	0.6888707	0	0	0	0	0	0.4860244	1	0.6410353	0	0	0	0	0	0.4941399	0.3589965	0	0	0	0.6410035	0.6888707	0	1	0.7265077	0	0
504000100	5-4-0-1-0	C73H123N5O54	2	1933.70323857372	967.85889575363	0.19107	1933.70616577973	967.860359379863	56.3129583333333	0	1053	2688497	0	0	1053	2	0	0	False	False		0	0	0.988914093803569	0	0	0	0	NoError	NoError	2	2	32871512	0	0	True	NotKnown	NonValidatedHit	1933.70616577973	1.51378243962899	Target	0.0261670350691743	0	0	0.465999990701675	0.872659143422111	0.8561903	209762.9	2688497	4681194	3318584	1528186	328636.3	62170.83	16663.04	0.0448097	0.5743186	1	0.7089184	0.3264522	0.07020353	0.01328098	0.003559572	0	0.5784194	1	0.7039123	0.3488986	0.1354681	0.04419368	0.01254907	0	0.5743186	0.4917261	0	0	0	0.508274	0.7089184	0.3264522	1	0.8561903	0	0
504000100	5-4-0-1-0	C73H123N5O54	2	1933.70323857372	967.85889575363	0.19107	1933.70628296102	967.860417970512	57.2778833333333	0	1071	5853613	0	0	1071	2	0	0	False	False		0	0	0.986878301352759	0	0	0	0	NoError	NoError	2	2	104388848	0	0	True	NotKnown	NonValidatedHit	1933.70628296102	1.57438186158505	Target	0.0181496530283145	0	0	0.490000009536743	0.96078435039117	0.8561903	429821.8	5853613	1.072265E+07	7532954	3726597	1138626	146081	30213.52	0.04008539	0.5459108	1	0.702527	0.3475443	0.1061888	0.01362359	0.002817727	0	0.5503654	1	0.7112979	0.3547623	0.1382692	0.04523131	0.01287012	0	0.5459108	0.4674035	0	0	0	0.5325965	0.702527	0.3475443	1	0.8561903	0	0
504000200	5-4-0-2-0	C84H140N6O62	2	2224.79865510306	1113.4066040183	0.19107	2224.80339775532	1113.40897536766	75.1344833333333	0	1403	9166723	0	0	1403	2	0	0	False	False		0	0	0.990432065431007	0	0	0	0	NoError	NoError	2	3	217081960	0	0	True	NotKnown	NonValidatedHit	2224.80176498053	1.39782423024651	Target	0.00899679981439584	0	0.982405989797819	0.460999995470047	0.855287553980769	0.9858732	224764.8	9166723	1.731655E+07	1.333403E+07	7235663	2879338	438185.4	84266.03	0.01297977	0.529362	1	0.7700167	0.4178467	0.1662766	0.02530443	0.004866214	0	0.5431356	1	0.7862642	0.4311113	0.1850774	0.06656751	0.02081288	0	0.529362	0.5218838	0	0	0	0.4781162	0.7700167	0.4178467	1	0.9858732	0	0
504000200	5-4-0-2-0	C84H140N6O62	2	2224.79865510306	1113.4066040183	0.19107	2224.80313654748	1113.40884476374	90.9111716666667	0	1696	2794861	0	0	1696	2	0	0	False	False		0	0	0.989176777775981	0	0	0	0	NoError	NoError	2	2	44435868	0	0	True	NotKnown	NonValidatedHit	2224.80313654748	2.01431460332632	Target	0.0137112791058401	0	0	0.566999971866608	1.30946867211735	0.9858732	41746.76	2794861	6623220	5373740	3033468	1110662	179753.6	43672.68	0.006303091	0.4219791	1	0.8113486	0.458005	0.1676921	0.02713992	0.006593875	0	0.435665	1	0.825761	0.4654067	0.2032228	0.07398026	0.02334028	0	0.4219791	0.4160179	0	0	0	0.5839821	0.8113486	0.458005	1	0.9858732	0	0
504010000	5-4-1-0-0	C68H116N4O50	2	1788.66573085328	895.340141893411	0.19107	1788.66108908391	895.337821031955	36.7653166666667	0	689	5681.33	0	0	689	2	0	0	False	False		0	0	0.97217085487794	0	0	0	0	NoError	NoError	2	2	57087	0	0	True	NotKnown	NonValidatedHit	1788.66108908391	-2.59510164026808	Target	0.00155660968779721	0	0	0.164000004529953	0.196172255285412	0.7953498	0	5681.33	5586.646	3276.354	0	0	0	0	0	1	0.9833341	0.5766879	0	0	0	0	0	1	0.991522	0.5679404	0	0	0	0	0	1	0.7953498	0	0	0	0.1879843	0.5766879	0	1	0.7953498	0	0
504010000	5-4-1-0-0	C68H116N4O50	1	1788.66573085328	895.340141893411	0.19107	1788.66174712858	1789.66902361858	43.6384633333333	0	816	5302.61	0	0	816	1	0	0	False	False		0	0	0.960222005477363	0	0	0	0	NoError	NoError	1	1	54460	0	0	True	NotKnown	NonValidatedHit	1788.66174712858	-2.2272046889501	Target	0.032114525573676	0	0	0.649999976158142	1.85714266251546	0.7953498	382.0741	5302.61	14398.92	10173.75	4372.592	1216.128	0	0	0.02653491	0.3682644	1	0.7065635	0.303675	0.08445968	0	0	0	0.3770039	1	0.7121576	0.348751	0.1314866	0	0	0	0.3682644	0.292899	0	0	0	0.707101	0.7065635	0.303675	1	0.7953498	0	0
