Dataset	TargetID	Code	EmpiricalFormula	ChargeState	Scan	ScanStart	ScanEnd	NumMSSummed	NET	NETError	NumChromPeaksWithinTol	NumQualityChromPeaksWithinTol	MonoisotopicMass	MonoisotopicMassCalibrated	MassErrorInPPM	MonoMZ	IntensityRep	FitScore	IScore	FailureType	ErrorDescription
Scott	403010200	4-3-1-2-0	C76H127N5O56	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2005.724333	0	5	1003.869443	5000	0.0901	0.6829	100	100
Scott	403010300	4-3-1-3-0	C87H144N6O64	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2296.819745	0	5	1149.417149	5000	0.0901	0.6829	100	100
Scott	403010301	4-3-1-3-1	C87H142N6O63	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2278.809181	0	5	1140.411867	5000	0.0901	0.6829	100	100
Scott	403010302	4-3-1-3-2	C87H140N6O62	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2260.798617	0	5	1131.406585	5000	0.0901	0.6829	100	100
Scott	403010400	4-3-1-4-0	C98H161N7O72	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2587.915156	0	5	1294.964855	5000	0.0901	0.6829	100	100
Scott	403010401	4-3-1-4-1	C98H159N7O71	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2569.904592	0	5	1285.959573	5000	0.0901	0.6829	100	100
Scott	403010402	4-3-1-4-2	C98H157N7O70	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2551.894028	0	5	1276.954291	5000	0.0901	0.6829	100	100
Scott	403010403	4-3-1-4-3	C98H155N7O69	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2533.883464	0	5	1267.949008	5000	0.0901	0.6829	100	100
Scott	403010500	4-3-1-5-0	C109H178N8O80	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2879.010568	0	5	1440.51256	5000	0.0901	0.6829	100	100
Scott	403010501	4-3-1-5-1	C109H176N8O79	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2861.000004	0	5	1431.507278	5000	0.0901	0.6829	100	100
Scott	403010502	4-3-1-5-2	C109H174N8O78	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2842.98944	0	5	1422.501996	5000	0.0901	0.6829	100	100
Scott	403010503	4-3-1-5-3	C109H172N8O77	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2824.978876	0	5	1413.496714	5000	0.0901	0.6829	100	100
Scott	403010504	4-3-1-5-4	C109H170N8O76	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2806.968311	0	5	1404.491432	5000	0.0901	0.6829	100	100
Scott	403020200	4-3-2-2-0	C82H137N5O60	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2151.782239	0	5	1076.898396	5000	0.0901	0.6829	100	100
Scott	403020300	4-3-2-3-0	C93H154N6O68	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2442.877651	0	5	1222.446102	5000	0.0901	0.6829	100	100
Scott	403020301	4-3-2-3-1	C93H152N6O67	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2424.867087	0	5	1213.44082	5000	0.0901	0.6829	100	100
Scott	403020302	4-3-2-3-2	C93H150N6O66	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2406.856523	0	5	1204.435538	5000	0.0901	0.6829	100	100
Scott	403020400	4-3-2-4-0	C104H171N7O76	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2733.973063	0	5	1367.993808	5000	0.0901	0.6829	100	100
Scott	403020401	4-3-2-4-1	C104H169N7O75	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2715.962498	0	5	1358.988526	5000	0.0901	0.6829	100	100
Scott	403020402	4-3-2-4-2	C104H167N7O74	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2697.951934	0	5	1349.983244	5000	0.0901	0.6829	100	100
Scott	403020403	4-3-2-4-3	C104H165N7O73	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2679.94137	0	5	1340.977962	5000	0.0901	0.6829	100	100
Scott	403020500	4-3-2-5-0	C115H188N8O84	2	1977	1422	1437	0	0.19107	-1.191074	9	3	3025.068474	0	5	1513.541514	5000	0.0901	0.6829	100	100
Scott	403020501	4-3-2-5-1	C115H186N8O83	2	1977	1422	1437	0	0.19107	-1.191074	9	3	3007.05791	0	5	1504.536231	5000	0.0901	0.6829	100	100
Scott	403020502	4-3-2-5-2	C115H184N8O82	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2989.047346	0	5	1495.530949	5000	0.0901	0.6829	100	100
Scott	403020503	4-3-2-5-3	C115H182N8O81	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2971.036782	0	5	1486.525667	5000	0.0901	0.6829	100	100
Scott	403020504	4-3-2-5-4	C115H180N8O80	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2953.026218	0	5	1477.520385	5000	0.0901	0.6829	100	100
Scott	404010300	4-4-1-3-0	C95H157N7O69	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2499.899114	0	5	1250.956834	5000	0.0901	0.6829	100	100
Scott	404010301	4-4-1-3-1	C95H155N7O68	2	1977	1422	1437	0	0.19107	-1.191074	9	3	2481.88855	0	5	1241.951551	5000	0.0901	0.6829	100	100
